,title,link,address,gps
115,Memoria: 178 studenti trentini in viaggio verso Auschwitz,http://www.trentotoday.it/formazione/scuola/viaggio-auschwitz-studenti.html,"Piazza Dante - Trento, Trento, Italia","[46.071449, 11.121209]"
116,"""Sono di Salerno ma tifo Trento fin da piccolo"": fan gialloblù scrive il brano per la curva",http://www.trentotoday.it/attualita/tifoso-trento-coro-salerno.html,"Via di Briamasco - Trento, Trento, Italia","[46.065025, 11.11784]"
117,Mercatino dei Gaudenti: tutte le date del 2020,http://www.trentotoday.it/eventi/mercatino-usato-gaudenti-quando.html,"Piazza Giovanni Battista Garzetti - Trento, Trento, Italia","[46.065905, 11.123966]"
118,Val di Non: violento scontro tra due auto al bivio di Dermulo,http://www.trentotoday.it/cronaca/incidente-stradale/dermulo-sebino-strada.html,"SS43 - Denno, Trento, Italia","[46.273788, 11.064459]"
119,"Vento forte, il Comune: ""Attenzione agli alberi""",http://www.trentotoday.it/attualita/vento-forte-alberi-4-5-febbraio.html,"Piazza delle Erbe - Trento, Trento, Italia","[46.067531, 11.123911]"
120,"Enrico Ruggeri a Trento con ""Una storia da cantare tour""",http://www.trentotoday.it/eventi/enrico-ruggeri-santa-chiara-2020.html,"Via Santa Croce, 67 - Trento, Trento, Italia","[46.063447, 11.12452]"
121,Ricercato per truffa in Francia ma è in vacanza in Val Gardena: arrestato dai Carabinieri,http://www.trentotoday.it/cronaca/ricercato-truffa-francia-alto-adige.html,"Via Alto Adige - Trento, Trento, Italia","[46.127139, 11.109432]"
122,Asilo: ecco come fare l'iscrizione,http://www.trentotoday.it/attualita/iscrizione-asilo-2020-2021.html,"Via Giovanni Zanella - Trento, Trento, Italia","[46.0675, 11.118876]"
123,Frontale tra auto e furgone sulla Maza: viabilità in tilt verso la Busa,http://www.trentotoday.it/cronaca/incidente-stradale/maza-arco-code-4-febbraio.html,"Localit&agrave; Maza - Arco, Trento, Italia","[45.899546, 10.887311]"
124,Una donna normale: Roberto Costantini presenta il suo nuovo libro,http://www.trentotoday.it/eventi/roberto-costantini-ubik.html,"Corso 3 Novembre 1918 - Trento, Trento, Italia","[46.06108, 11.125068]"
125,"Incidente sulla Gotarda: tre auto coinvolte, ferite due ventenni",http://www.trentotoday.it/cronaca/incidente-stradale/gotarda-romagnano-aldeno-chiusa.html,"via della Gotarda - Trento, Trento, Italia","[46.008714, 11.124951]"
126,"Essere Leonardo, a Palazzo delle Albere due spettacoli su Da Vinci",http://www.trentotoday.it/eventi/leonardo-davinci-muse-2020.html,"Via Roberto da Sanseverino - Trento, Trento, Italia","[46.056951, 11.112458]"
127,"Autostrada gratis nelle ore ""calde"" a Rovereto",http://www.trentotoday.it/attualita/autostrada-gratis-rovereto.html,"A22 - Rovereto, Trento, Italia","[45.899481, 11.02443]"
128,Con i vecchi pacchi del caffè si fanno i sacchi a pelo per i senza dimora,http://www.trentotoday.it/cronaca/sacchi-pelo-confezioni-caffe.html,"Via della Saluga - Trento, Trento, Italia","[46.070888, 11.129827]"
129,"Meteo: settimana estremamente variabile, con forte vento",http://www.trentotoday.it/meteo/previsioni-4-5-6-febbraio.html,"Piazza del Duomo - Trento, Trento, Italia","[46.067375, 11.120989]"
130,Messaggio della Protezione Civile: in arrivo forti raffiche di vento,http://www.trentotoday.it/meteo/vento-forte-4-5-febbraio.html,"Piazza Dante - Trento, Trento, Italia","[46.071449, 11.121209]"
131,"Incidente in Valsugana, un ferito grave",http://www.trentotoday.it/cronaca/incidente-stradale/valsugana-ca-rossa.html,"Superstrada Valsugana - Pergine Valsugana, Trento, Italia","[46.059949, 11.229549]"
132,"Giovane medico romano muore in Paganella, caduta fatale prima della ferrata",http://www.trentotoday.it/cronaca/emanuele-rastelli-medico-morto-montagna.html,"Via Paganella - Molveno, Trento, Italia","[46.142575, 10.967568]"
133,"Coronavirus, rientrato a Roma il volo con gli italiani di Wuhan tra cui lo studente di Trento",http://www.trentotoday.it/attualita/lorenzo-berardino-cina-tornato-italia.html,"Via Aeroporto - Trento, Trento, Italia","[46.107419, 11.104034]"
134,"In cento sul Pasubio per cercare Daniele, scomparso da una settimana",http://www.trentotoday.it/cronaca/daniele-mezzari-pasubio-scomparso.html,"Via Vicenza - Trento, Trento, Italia","[46.058174, 11.136531]"
135,"Tetto in fiamme a Tavon, notte di lavoro per i Vigili del Fuoco",http://www.trentotoday.it/cronaca/incendio-tavon.html,"Via Tavon - Cles, Trento, Italia","[46.354705, 11.088918]"
136,"Scritta shock sulla chiesa di San Pietro, il consigliere Pattini: ""La telecamera ha ripreso tutto""",http://www.trentotoday.it/attualita/scritta-chiesa-san-pietro.html,"Via San Pietro - Trento, Trento, Italia","[46.069309, 11.124427]"
137,Precipita nel vuoto alla partenza della ferrata: morto giovane escursionista,http://www.trentotoday.it/cronaca/morto-ferrata-aquile-paganella.html,"Via Paganella - Molveno, Trento, Italia","[46.142575, 10.967568]"
138,"Vigile del Fuoco, forestale ed assessore. ""Daniele era un ragazzo d'oro, avrebbe dato ancora tanto""",http://www.trentotoday.it/cronaca/incidente-stradale/daniele-asson-forestale-morto.html,"SS43 - Don, Trento, Italia","[46.295617, 11.068]"
139,Dal mare alle montagne: la nuotatrice azzurra Alice Franco al 6° Reggimento Alpini,http://www.trentotoday.it/sport/alice-franco-nuoto-alpini.html,"Via Alto Adige - Trento, Trento, Italia","[46.127139, 11.109432]"
140,Strage di Lutago: Stefano Lechner trasferito al convento di Novacella,http://www.trentotoday.it/attualita/lutago-morti-arresti-convento-novacella.html,"Via Bolzano - Trento, Trento, Italia","[46.104564, 11.109925]"
141,Trento dice 'no' alla Valdastico,http://www.trentotoday.it/politica/trento-no-valdastico.html,"Via Rodolfo Belenzani - Trento, Trento, Italia","[46.068872, 11.121219]"
142,"Tutti gli eventi del weekend, ed i primi carnevali",http://www.trentotoday.it/eventi/weekend/cosa-fare-31-1-2-febbraio.html,"Piazza del Duomo - Trento, Trento, Italia","[46.067375, 11.120989]"
143,"Università di Trento: ecco i test di ammissione primaverili, per Medicina bisogna aspettare settembre",http://www.trentotoday.it/formazione/universita/test-ammissione-universita-trento-2020.html,"Via Giuseppe Verdi - Trento, Trento, Italia","[46.066523, 11.117443]"
144,Dopo gli alpini i fanti: a Trento l'Adunata nazionale,http://www.trentotoday.it/attualita/adunata-fanti-trento.html,"Via Piave - Trento, Trento, Italia","[46.062581, 11.126284]"
145,"Sgarbi ora è anche consigliere in Emilia, Luca Zeni: ""Troppi incarichi?""",http://www.trentotoday.it/politica/sgarbi-consigliere-emilia-romagna.html,"Corso Bettini - Rovereto, Trento, Italia","[45.893923, 11.043605]"
146,"Coronavirus, attivato un volo per riportare a casa gli italiani a Wuhan",http://www.trentotoday.it/cronaca/coronavirus-aereo-italiani-cina.html,"Largo Medaglie d&#039;oro - Trento, Trento, Italia","[46.057786, 11.132864]"
147,"Parco della Lessinia: dopo la marcia dei 10.000 Zaia, infuriato, chiede uno 'stop'",http://www.trentotoday.it/green/parco-lessinia-protesta-fermato-taglio.html,"Localita Sega, 7 - Ala, Trento, Italia","[45.694268, 10.975645]"
148,Coronavirus: due casi sospetti a Bolzano,http://www.trentotoday.it/attualita/virus-cina-bolzano.html,"Via Bolzano - Trento, Trento, Italia","[46.104564, 11.109925]"
149,Due tir si tamponano in A22: quattro chilometri di coda,http://www.trentotoday.it/cronaca/incidente-stradale/a22-nogaredo-code-29-gennaio.html,"A22 - Rovereto, Trento, Italia","[45.899481, 11.02443]"
150,"Protesta della Coldiretti contro la cimice asiatica, c'è anche Fugatti: ""Servono controlli alla frontiera""",http://www.trentotoday.it/politica/coldiretti-cimice-asiatica.html,"Viale Verona - Trento, Trento, Italia","[46.046459, 11.129586]"
151,"Escursionista disperso, quarto giorno di ricerche sul Pasubio",http://www.trentotoday.it/cronaca/daniele-mazzari-scomparso-pasubio.html,"Via Pasubio - Rovereto, Trento, Italia","[45.887265, 11.028612]"
152,Ruba una borsa con i regali di Natale dimenticata al ristorante: denunciato,http://www.trentotoday.it/cronaca/furto-borsa-ristorante-mori.html,"Strada Provinciale 90 - Mori, Trento, Italia","[45.845027, 10.989458]"
153,"Coronavirus, lo studente di Trento a Wuhan: ""Mai detto che non c'è più cibo""",http://www.trentotoday.it/cronaca/coronavirus-cina-lorenzo-berardino.html,"Via Giuseppe Verdi - Trento, Trento, Italia","[46.066523, 11.117443]"
154,"Coronavirus, l'assessore Segnana: ""Molto simile all'influenza, mortalità molto bassa: 2/3%""",http://www.trentotoday.it/benessere/salute/coronavirus-morti-influenza.html,"Largo Medaglie d&#039;oro - Trento, Trento, Italia","[46.057786, 11.132864]"
155,"Transiti, appuntamento con Julia Kent, Ramon Moro e Paolo Spaccamonti",http://www.trentotoday.it/eventi/transiti-2020-sanpabolis-vampyr.html,"Via della Malpensada - Trento, Trento, Italia","[46.046858, 11.134008]"
156,Festival dello Sport: il titolo della terza edizione è un brano immortale dei Queen,http://www.trentotoday.it/sport/festival-sport-titolo-2020.html,"Via Giuseppe Verdi - Trento, Trento, Italia","[46.066523, 11.117443]"
157,Controlli nelle vie attorno a piazza Dante: droga nascosta nelle siepi e nei tombini,http://www.trentotoday.it/cronaca/spaccio-via-petrarca.html,"Via Francesco Petrarca - Trento, Trento, Italia","[46.073342, 11.124106]"
158,"Entra in sala slot con passamontagna e coltello: ""Fuori i soldi""",http://www.trentotoday.it/cronaca/rapina-slot-craffonara.html,"Via Craffonara - Rovereto, Trento, Italia","[45.886695, 11.034147]"
159,"Strage di Lutago, la difesa: ""I pedoni erano in mezzo alla strada""",http://www.trentotoday.it/cronaca/strage-lutago-pedoni-investiti.html,"Via Alto Adige - Trento, Trento, Italia","[46.127139, 11.109432]"
160,Un osservatorio provinciale contro l'odio e le discriminazioni: la proposta del PD trentino,http://www.trentotoday.it/politica/osservatorio-odio-razzismo-trentino.html,"Piazza Mario Pasi - Trento, Trento, Italia","[46.067765, 11.122153]"
161,"Iscrivere i richiedenti asilo all'Anagrafe, la mozione in Consiglio comunale",http://www.trentotoday.it/attualita/richiedenti-asilo-residenza-anagrafe.html,"Via Rodolfo Belenzani - Trento, Trento, Italia","[46.068872, 11.121219]"
162,Disperso sul Pasubio: ancora nessuna notizia,http://www.trentotoday.it/cronaca/disperso-pasubio-ricerche.html,"Via Pasubio - Trento, Trento, Italia","[46.060275, 11.133363]"
163,"Coronavisurs, anche in Trentino una task force di Apss",http://www.trentotoday.it/attualita/coronavirus-trentino.html,"Largo Medaglie d&#039;oro - Trento, Trento, Italia","[46.057786, 11.132864]"
164,"Voto Emilia Romagna: esultano PD e Ianeselli, silenzio social per il centrodestra",http://www.trentotoday.it/politica/bonaccini-lega-emilia-romagna-elezioni.html,"Piazza Giovanni Battista Garzetti - Trento, Trento, Italia","[46.065905, 11.123966]"
165,Teo Teocoli a Trento,http://www.trentotoday.it/eventi/teo-teocoli-santa-chiara-2020.html,"Via Santa Croce, 67 - Trento, Trento, Italia","[46.063447, 11.12452]"
166,"Castelli del Trentino: oltre 300.000 visitatori in un anno, la metà al Buonconsiglio",http://www.trentotoday.it/attualita/castelli-visitabili-trentino.html,"Via Bernardo Clesio - Trento, Trento, Italia","[46.070846, 11.126657]"
167,"Jeep sulle Dolomiti, la replica di Suzuki: ""Ci saranno solamente 6 auto""",http://www.trentotoday.it/attualita/jeep-suzuki-primiero.html,"Via Passo Rolle, 21 - Tonadico, Trento, Italia","[46.255082, 11.799299]"
168,In 10.000 in Lessinia per dire 'no' alla riduzione del Parco,http://www.trentotoday.it/green/marcia-protesta-lessinia.html,"Localita Sega, 7 - Ala, Trento, Italia","[45.694225, 10.975524]"
169,"""Finché social non ci separi...live"" all'Auditorium S. Chiara",http://www.trentotoday.it/eventi/finche-social-katia-follesa-angelo-pisani.html,"Via Santa Croce, 67 - Trento, Trento, Italia","[46.063447, 11.12452]"
170,Onoranze Funebri Malcontenti: commedia noir a Ravina,http://www.trentotoday.it/eventi/onoranze-funebri-malcontenti-filodrammatica-cavrasto.html,"Via per Belvedere, 4 - Trento, Trento, Italia","[46.038392, 11.107453]"
171,Django girls a Trento: il web visto dalle donne,http://www.trentotoday.it/eventi/django-girl-corso-web.html,"Piazza di Fiera, 4 - Trento, Trento, Italia","[46.064866, 11.124211]"
172,Disperso da tre giorni sul Pasubio,http://www.trentotoday.it/cronaca/ricerche-pasubio-disperso.html,"Via Pasubio - Rovereto, Trento, Italia","[45.887265, 11.028612]"
173,Mattarella a Trento: folla in via Belenzani per il Presidente,http://www.trentotoday.it/attualita/mattarella-trento-25-gennaio.html,"Via Rodolfo Belenzani - Trento, Trento, Italia","[46.068872, 11.121219]"
174,Investita in via al Desert: è gravissima,http://www.trentotoday.it/cronaca/incidente-stradale/invetita-via-desert.html,"Via al Desert - Trento, Trento, Italia","[46.049593, 11.116909]"
175,Tragedia a Villazzano: anziana muore intrappolata nell'incendio,http://www.trentotoday.it/cronaca/incendio-villazzano-donna-morta.html,"Via della Villa - Trento, Trento, Italia","[46.046627, 11.144827]"
176,"Da luglio buste paga più ricche per 180mila trentini, rischio di minor gettito per la Provincia",http://www.trentotoday.it/economia/bonus-aumento-busta-paga.html,"Piazza Dante Aligheri - Trento, Trento, Italia","[46.071613, 11.121259]"
177,"Chiuso il Comitato, nasce il Tavolo faunistico ma le associazioni ambientaliste non partecipano",http://www.trentotoday.it/politica/tavolo-faunistico-senza-associazioni-ambientaliste.html,"Piazza Dante Aligheri - Trento, Trento, Italia","[46.071613, 11.121259]"
178,"Il sindacato pensionati: ""Più servizi domiciliari, diritto di invecchiare a casa propria""",http://www.trentotoday.it/attualita/servizi-domiciliari-anziani.html,"Via San Giovanni Bosco - Trento, Trento, Italia","[46.064584, 11.126806]"
179,Centro Santa Chiara: la Giunta stabilizza 14 lavoratori precari,http://www.trentotoday.it/attualita/precari-centro-santa-chiara-assunti.html,"Via Santa Croce - Trento, Trento, Italia","[46.063979, 11.123457]"
180,Weekend: tutti gli eventi in Trentino,http://www.trentotoday.it/eventi/cosa-fare-24-25-26-gennaio.html,"Piazza del Duomo - Trento, Trento, Italia","[46.067375, 11.120989]"
181,Serata tributo ai Red Hot Chili Peppers,http://www.trentotoday.it/eventi/merlot-chili-peppers-diversa.html,"Via Ezio Maccani - Trento, Trento, Italia","[46.086631, 11.111712]"
182,Al Teatro Cuminetti la fiaba di Cappuccetto Rosso,http://www.trentotoday.it/eventi/cappuccetto-rosso-cuminetti.html,"Via Santa Croce, 15 - Trento, Trento, Italia","[46.064754, 11.123496]"
183,Capodanno cinese in piazza Dante a Trento,http://www.trentotoday.it/eventi/capodanno-cinese-piazza-dante-2020.html,"Piazza Dante Aligheri - Trento, Trento, Italia","[46.071613, 11.121259]"
184,Camion perde il carico di acido nitrico: allarme chimico a Trento Nord,http://www.trentotoday.it/cronaca/incidente-stradale/a22-sversamento-acido-nitrico.html,"A22 - Trento, Trento, Italia","[46.068383, 11.10885]"
185,Meteo: dopo una settimana di sole arriva un weekend di nuvole,http://www.trentotoday.it/meteo/previsioni-24-25-26-gennaio.html,"Piazza del Duomo - Trento, Trento, Italia","[46.067375, 11.120989]"
186,"Incidente sulla strada dell'Interporto: auto tra due camion, traffico bloccato",http://www.trentotoday.it/cronaca/incidente-stradale/interporto-tangenziale-24-gennaio.html,"Via Innsbruck, 13 - Trento, Trento, Italia","[46.110728, 11.091039]"
187,"Si attacca al citofono della comunità di accoglienza, poi lo stacca e lo ruba: arrestato",http://www.trentotoday.it/cronaca/citofono-comunita-sentiero-arrestato.html,"Via della Cervara - Trento, Trento, Italia","[46.073222, 11.127995]"
188,Veicolo in panne nella galleria: lunghe code sulla statale della Valsugana,http://www.trentotoday.it/attualita/code-valsugana-veicolo-fermo.html,"Tangenziale Ovest - Trento, Trento, Italia","[46.057825, 11.109681]"
189,"""Smartphone e tablet nei primi anni di vita"": un corso per affrontare il problema",http://www.trentotoday.it/formazione/corsi-formazione/corsi-smartphone-asili-nido.html,"Via Francesco Petrarca - Trento, Trento, Italia","[46.073342, 11.124106]"
190,"Bisesti: ""Sul candidato sindaco caos strumentale"". (E se il candidato fosse proprio lui?)",http://www.trentotoday.it/politica/bisesti-possibile-candidato-sindaco.html,"Via Rodolfo Belenzani - Trento, Trento, Italia","[46.068872, 11.121219]"
191,"Broadway Celebration, il musical a Trento",http://www.trentotoday.it/eventi/broadway-celebration-trento-2020.html,"Via Santa Croce, 67 - Trento, Trento, Italia","[46.063447, 11.12452]"
192,"Presi i ""ladri del pomeriggio"" accusati di più di 50 furti in Trentino Alto Adige",http://www.trentotoday.it/cronaca/furti-trentino-ladri-verona.html,"Viale Verona - Trento, Trento, Italia","[46.046459, 11.129586]"
193,Il mercato del giovedì torna in via Esterle,http://www.trentotoday.it/attualita/mercato-cittadino-via-esterle.html,"Via Senatore Carlo Esterle, 9 - Trento, Trento, Italia","[46.065903, 11.121262]"
194,"A Ravina arriva il musical ""Gli aristomatti""",http://www.trentotoday.it/eventi/aristomatti-filodrammatica-tesero.html,"Via per Belvedere, 4 - Trento, Trento, Italia","[46.038392, 11.107453]"
195,"Concerto ""La lirica incanta"": le arie più amate a teatro",http://www.trentotoday.it/eventi/concerto-lirica-mori.html,"Via Teatro, 60 - Mori, Trento, Italia","[45.854252, 10.976262]"
196,"Caso Marangoni, CGIL: ""La Giunta si accorda direttamente con l'azienda, precedente pericoloso""",http://www.trentotoday.it/economia/accordo-marangoni-licenziamenti.html,"Viale dell&#039;Industria - Rovereto, Trento, Italia","[45.869303, 11.020924]"
197,Festival dello Sport: confermata la terza edizione,http://www.trentotoday.it/attualita/festival-sport-2020.html,"Piazza Dante - Trento, Trento, Italia","[46.071449, 11.121209]"
198,"Falso vino DOC, Coldiretti: ""Tolleranza zero, a rischio un settore strategico""",http://www.trentotoday.it/economia/falso-vino-doc-oltrepo.html,"Via Statale 12, 12 - Lavis, Trento, Italia","[46.174572, 11.1218]"
199,Sta per partire la quarta edizione del Teatro della Meraviglia,http://www.trentotoday.it/eventi/teatro-meraviglia-2020.html,"Via della Malpensada - Trento, Trento, Italia","[46.046858, 11.134008]"
200,"Tutti morimmo a stento, un tributo a De Andrè",http://www.trentotoday.it/eventi/deandre-apocrifi-rovereto-2020.html,"Corso Bettini - Rovereto, Trento, Italia","[45.893923, 11.043605]"
201,"L'assessore Spinelli: ""Nessun esubero alla Marangoni"", ma ci saranno 20 pensionamenti",http://www.trentotoday.it/economia/marangoni-no-licenziamenti.html,"Viale dell&#039;Industria - Rovereto, Trento, Italia","[45.869303, 11.020924]"
202,Torna il Trentino dei bambini,http://www.trentotoday.it/eventi/trentino-bambini-2020.html,"Via di Briamasco - Trento, Trento, Italia","[46.065025, 11.11784]"
203,"La scienza di Star Wars, conferenza-spettacolo con Luca Perri",http://www.trentotoday.it/eventi/la-scienza-di-star-wars-conferenza-spettacolo-con-luca-perri.html,"Corso del Lavoro e della Scienza - Trento, Trento, Italia","[46.059654, 11.115926]"
204,Vino DOC falso da Pavia a Lavis: blitz della Guardia di Finanza,http://www.trentotoday.it/economia/oltrepo-vino-arresti-lavis.html,"Via Statale 12 - Lavis, Trento, Italia","[46.141871, 11.10499]"
205,Rapine a Martignano ed in via Fersina: il Questore aumenta i controlli,http://www.trentotoday.it/cronaca/aumento-pattuglie-rapine.html,"Viale Verona - Trento, Trento, Italia","[46.046459, 11.129586]"
206,"Vino DOC contraffatto: perquisizioni in Trentino, blitz all'alba e sette arresti",http://www.trentotoday.it/cronaca/vino-doc-guardia-finanza-cantine.html,"Via Gian Domenico Romagnosi - Trento, Trento, Italia","[46.073053, 11.122166]"
207,Camion in fiamme sulla A22: code di 4 chilometri,http://www.trentotoday.it/cronaca/incendio-camion-a22-oggi.html,"Via Berlino - Trento, Trento, Italia","[46.07743, 11.109565]"
208,"Trova la vetrina del negozio sfondata da un'auto, ma nessuna traccia del responsabile",http://www.trentotoday.it/cronaca/vetrina-sfondata-magie-terra.html,"Corso degli Alpini - Trento, Trento, Italia","[46.078394, 11.118629]"
209,"Giro d'Italia 2020: in Trentino due tappe fondamentali, ed un passo inedito",http://www.trentotoday.it/sport/giro-italia-2020-tappe-trentino.html,"Via Brescia - Trento, Trento, Italia","[46.072633, 11.107233]"
210,"Gardaland: apre il parco acquatico Lego, ecco come sarà",http://www.trentotoday.it/attualita/lego-parco-acquatico-gardaland.html,"Viale Verona - Trento, Trento, Italia","[46.046459, 11.129586]"
211,"Tenta di uccidere una ragazza, ricercato da tre giorni: vede i carabinieri e si dà fuco",http://www.trentotoday.it/cronaca/petro-lucaci-omicidio-incendio.html,"Via Brescia - Trento, Trento, Italia","[46.072633, 11.107233]"
212,"Facoltà di Medicina: c'è l'accordo tra Trento, Verona e Padova",http://www.trentotoday.it/attualita/facolta-medicina-trento-verona-padova.html,"Via Giuseppe Verdi - Trento, Trento, Italia","[46.066523, 11.117443]"
213,Trentino Emergenza dona 12 defibrillatori alla Guardia di Finanza,http://www.trentotoday.it/attualita/defibrillatori-guardia-finanza.html,"Via Gian Domenico Romagnosi - Trento, Trento, Italia","[46.073053, 11.122166]"
214,"""Ti pago con Postepay, digita questo codice"": attenzione alla truffa, otto denunce",http://www.trentotoday.it/cronaca/truffa-pagamenti-postepay.html,"Viale Trento - Riva del Garda, Trento, Italia","[45.893401, 10.848026]"
215,Due incidenti nella notte: A22 bloccata,http://www.trentotoday.it/cronaca/incidente-stradale/a22-salorno-tir-rovesciato.html,"Via Berlino - Trento, Trento, Italia","[46.07743, 11.109565]"
216,"Puzzone di Moena a rischio listeria, ritirato dal mercato",http://www.trentotoday.it/economia/puzzone-moena-listeria.html,"Via del Brennero - Trento, Trento, Italia","[46.084893, 11.119293]"
217,"Niente case Itea alle famiglie con condannati, il ministro: ""Pronti ad impugnare la legge""",http://www.trentotoday.it/politica/case-popolari-condannai-legge.html,"Piazza Dante - Trento, Trento, Italia","[46.071449, 11.121209]"
218,"Festa della Polizia Locale, Fugatti ai vigili: ""Siete segno di unità del sistema""",http://www.trentotoday.it/attualita/polizia-locale-trentino.html,"Piazza Dante - Trento, Trento, Italia","[46.071449, 11.121209]"
219,"Trento, mamma e figlia rapinate con un coltellino svizzero",http://www.trentotoday.it/cronaca/rapina-via-fersina.html,"Via Fersina - Trento, Trento, Italia","[46.043471, 11.124055]"
220,"Simone Moro e Tamara Lunger in un crepaccio in Himalaya: ""Ad un soffio dalla morte""",http://www.trentotoday.it/attualita/simone-moro-tamara-lunger-incidente.html,"Vicolo della Sat - Trento, Trento, Italia","[46.070419, 11.123143]"
221,"Riduzione del Parco della Lessinia: via 2.000 ettari, il 'sì' della commissione regionale",http://www.trentotoday.it/green/parco-lessinia-taglio.html,"Viale Verona - Trento, Trento, Italia","[46.046459, 11.129586]"
222,"Galline e faraone stipate nel furgone, alcune morte: denunciato",http://www.trentotoday.it/attualita/galline-morte-furgone-denunciato.html,"Via del Brennero - Trento, Trento, Italia","[46.084893, 11.119293]"
223,"100 anni di Fellini, martedì al San Marco “Il bidone”",http://www.trentotoday.it/eventi/fellini-100-anni-san-marco.html,"Via San Bernardino - Trento, Trento, Italia","[46.063973, 11.130521]"
224,"Meteo, settimana ancora stabile e soleggiata ma le temperature sono in calo",http://www.trentotoday.it/meteo/previsioni-settimana-20-21-22-gennaio.html,"Piazza del Duomo - Trento, Trento, Italia","[46.067375, 11.120989]"
225,"Incidente sulla Gardesana: tre ragazze ferite, strada chiusa",http://www.trentotoday.it/cronaca/incidente-stradale/limone-strada_chiusa.html,"SS45bis - Riva del Garda, Trento, Italia","[45.894942, 10.849745]"
226,Raffica di furti in auto nel parcheggio del Campel,http://www.trentotoday.it/cronaca/furti-auto-parcheggio-campel.html,"Via per Campel, 91 - Trento, Trento, Italia","[46.091548, 11.163896]"
227,Tenta di fermare una rissa al ristorante e viene picchiato,http://www.trentotoday.it/cronaca/rissa-ristorante-padova-cameriera.html,"Via Padova - Trento, Trento, Italia","[46.061153, 11.135309]"
228,Svelato il tema del prossimo Festival dell'Economia,http://www.trentotoday.it/attualita/festival-economia-2020-ambiente.html,"Via Giuseppe Verdi - Trento, Trento, Italia","[46.066523, 11.117443]"
229,"Elezioni comunali: la Lega promette l'esercito alla Portèla, ancora mistero sul candidato sindaco",http://www.trentotoday.it/politica/elezioni/lega-esercito-trento.html,"Piazza Santa Maria Maggiore - Trento, Trento, Italia","[46.068487, 11.118828]"
