,title,link,address,gps
230,"Claudio Cia candidato sindaco? Lui smentisce: ""E' stata un'esperienza unica, in tutti i sensi""",http://www.trentotoday.it/politica/claudio-cia-candidato-sindaco.html,"Piazza del Duomo - Trento, Trento, Italia","[46.067375, 11.120989]"
231,"Aeroporto di Bolzano: in arrivo voli per Roma, Vienna e altre destinazioni",http://www.trentotoday.it/attualita/voli-aeroporto-bolzano.html,"Via Aeroporto - Trento, Trento, Italia","[46.107419, 11.104034]"
232,"Maschi bravi in matematica? Sì, ma è colpa degli stereotipi",http://www.trentotoday.it/formazione/scuola/maschi-bravi-matematica.html,"Via Bolzano - Trento, Trento, Italia","[46.104564, 11.109925]"
233,Un weekend di eventi in Trentino,http://www.trentotoday.it/eventi/weekend/cosa-fare-17-18-19-gennaio.html,"Piazza del Duomo - Trento, Trento, Italia","[46.067375, 11.120989]"
234,"Morì sulle piste cadendo in un dirupo: mancava la rete, chiesti 1,2 milioni di euro",http://www.trentotoday.it/cronaca/bruno-paoli-morto-sci-risarcimento.html,"Via Carlo Antonio Pilati - Trento, Trento, Italia","[46.06602, 11.12722]"
235,Aggredito da un pitbull mentre porta a spasso il cane: costole rotte e ferite ovunque,http://www.trentotoday.it/cronaca/aggredito-pitbull-merano.html,"Piazza Dante - Trento, Trento, Italia","[46.071449, 11.121209]"
236,Scuola in movimento: l'Istituto Comprensivo di Cembra attiva le aule laboratorio disciplinari,http://www.trentotoday.it/social/segnalazioni/scuola-cembra-aule-laboratorio-disciplinari.html,"Via Negritelle, 1 - Cembra, Trento, Italia","[46.17251, 11.22269]"
237,I Next Point ancora sul palco per una sera con i Rebel Roots,http://www.trentotoday.it/eventi/next-point-reunion-riva.html,"Via Monte Misone, 35 - Riva del Garda, Trento, Italia","[45.896684, 10.84112]"
238,Davide Prezzo e la sua band al Paradiso,http://www.trentotoday.it/eventi/davide-prezzo-bar-paradiso.html,"Via della Prepositura - Trento, Trento, Italia","[46.069408, 11.118466]"
239,"Meli, cantautore indie, alla Bookique",http://www.trentotoday.it/eventi/meli-cerchi-bookique.html,"Via Torre D&#039;Augusto, 29 - Trento, Trento, Italia","[46.073009, 11.126526]"
240,"Albergo a Verona, ma nella foto c'è Riva del Garda",http://www.trentotoday.it/attualita/albergo-verona-foto-riva-garda.html,"Viale Verona, 187 - Riva del Garda, Trento, Italia","[46.046567, 11.131893]"
241,Aumentano i turisti ed aumentano i rifiuti: l'analisi dell'Istituto Provinciale di Statistica,http://www.trentotoday.it/green/produzione-rifuiti-turismo.html,"Piazza Dante - Trento, Trento, Italia","[46.071449, 11.121209]"
242,"Meteo, prima precipitazione dell'anno: previste anche deboli nevicate",http://www.trentotoday.it/meteo/previsioni-weekend-neve-17-18-gennaio.html,"Piazza del Duomo - Trento, Trento, Italia","[46.067375, 11.120989]"
243,La stagione dei concerti al Bar Chistè,http://www.trentotoday.it/eventi/musica-concerti-chiste.html,"Via del Brennero - Trento, Trento, Italia","[46.084893, 11.119293]"
244,Facoltà di Medicina: Trento approva la collaborazione con Verona,http://www.trentotoday.it/formazione/universita/medicina-trento-verona-universita.html,"Via Giuseppe Verdi - Trento, Trento, Italia","[46.066523, 11.117443]"
245,A 176 all'ora in galleria: beccato con il telelaser,http://www.trentotoday.it/attualita/velocita-galleria-mezzolombardo.html,"SS43 - Mezzolombardo, Trento, Italia","[46.211977, 11.092206]"
246,Vigili al Centro di Revisione per camion: 10.000 euro di sanzioni in un giorno,http://www.trentotoday.it/attualita/multe-centro-revisione-camion.html,"Via Innsbruck - Trento, Trento, Italia","[46.108644, 11.091566]"
247,"Teatro, ""Uno, nessuno, centomila"" con Enrico Lo Verso",http://www.trentotoday.it/eventi/uno-nessuno-centomila-enrico-lo-verso.html,"Via Noval, 5 - Tesero, Trento, Italia","[46.288923, 11.514065]"
248,Una fotografa trentina a New York: la mostra,http://www.trentotoday.it/eventi/foto-new-york-tiziana-salvadori.html,"Via Soprasasso, 1 - Trento, Trento, Italia","[46.106563, 11.111778]"
249,"Teatro, arriva in Trentino ""Anna dei miracoli""",http://www.trentotoday.it/eventi/anna-miracoli-trento.html,"Via Santa Croce, 67 - Trento, Trento, Italia","[46.063447, 11.12452]"
250,Due mele al giorno tolgono il medico di torno: effetti benefici sul colesterolo,http://www.trentotoday.it/cucina/quale-mela-salute-colesterolo.html,"Via Edmund Mach, 1 - San Michele all&#039;Adige, Trento, Italia","[46.191795, 11.136142]"
251,"Festival dell'Economia, nessun ""ribaltone"" ai vertici. Fugatti: ""Serve più pluralismo""",http://www.trentotoday.it/politica/festival-economia-2020-confermato.html,"Piazza del Duomo - Trento, Trento, Italia","[46.067375, 11.120989]"
252,"Facoltà di Medicina, Fugatti riferisce in aula: ""Chiederemo una proroga al Ministero""",http://www.trentotoday.it/attualita/universita-medicina-padova-trento.html,"Via Giuseppe Verdi - Trento, Trento, Italia","[46.066523, 11.117443]"
253,Un'antica terra di vini e montagne: svelato il Paese ospite del Filmfestival,http://www.trentotoday.it/eventi/trento-film-festival-georgia.html,"Viale San Francesco d&#039;Assisi - Trento, Trento, Italia","[46.066982, 11.126371]"
254,Sport gratis per ragazzi e ragazze: l'iniziativa del CONI anche in Trentino,http://www.trentotoday.it/sport/spot-gratis-giovani-come-fare.html,"Via Lavisotto - Trento, Trento, Italia","[46.081545, 11.118899]"
255,Gli Orsetti del cuore ad Andalo,http://www.trentotoday.it/social/segnalazioni/orsetti-del-cuore-ad-andalo.html,"Piazza Dolomiti, 1 - Andalo, Trento, Italia","[46.163763, 11.003219]"
256,"Seggiolini anti-abbandono: previsti incentivi per l'acquisto, due mesi di tempo per adeguarsi",http://www.trentotoday.it/attualita/seggiolini-anti-abbandono-multe-incentivi.html,"Piazza Raffaello Sanzio - Trento, Trento, Italia","[46.072067, 11.12517]"
257,"Via le Comunità di Valle? L'annuncio resta sulla carta: ""Ci sono le elezioni del 3 maggio""",http://www.trentotoday.it/politica/riforma-comunita-valle.html,"Piazza Dante - Trento, Trento, Italia","[46.071449, 11.121209]"
258,"Camminata notturna a San Romedio e ""pranzo del pellegrino""",http://www.trentotoday.it/eventi/cammino-notte-san-romedio.html,"Via San Romedio, 1 - Sanzeno, Trento, Italia","[46.368957, 11.10642]"
259,Medici: in Alto Adige basta sapere il tedesco. Il Governo impugna la legge provinciale,http://www.trentotoday.it/attualita/medici-alto-adige-tedesco.html,"Via Alto Adige - Trento, Trento, Italia","[46.127139, 11.109432]"
260,"Lingue straniere: la Giunta modifica il Piano Trilinguismo, ecco le novità",http://www.trentotoday.it/formazione/scuola/insegnamento-lingue-trentino.html,"Piazza Dante - Trento, Trento, Italia","[46.071449, 11.121209]"
261,Muore ad un mese di distanza dal terribile incidente in A22,http://www.trentotoday.it/cronaca/incidente-stradale/giovanni-fragale-morto-a22-furgone.html,"Via Berlino - Trento, Trento, Italia","[46.07743, 11.109565]"
262,Un distretto biologico grande come il Trentino: ecco dove firmare per il referendum,http://www.trentotoday.it/economia/referendum-biologico-firme.html,"Piazza del Duomo - Trento, Trento, Italia","[46.067375, 11.120989]"
263,"Rovereto, un altro studente con la tubercolosi",http://www.trentotoday.it/cronaca/tubercolosi-scuola-veronesi.html,"Corso Antonio Rosmini - Rovereto, Trento, Italia","[45.890943, 11.039008]"
264,"Si scaglia contro i carabinieri, arrivano anche Polizia e vigili: arrestato",http://www.trentotoday.it/cronaca/portela-rissa-arrestato.html,"Piazza Santa Maria Maggiore - Trento, Trento, Italia","[46.068487, 11.118828]"
265,Ianeselli si è dimesso da segretario della CGIL per correre come candidato sindaco di Trento,http://www.trentotoday.it/politica/franco-ianeselli-candidato-sindaco.html,"Via dei Muredei - Trento, Trento, Italia","[46.055077, 11.118241]"
266,"Trasporto pubblico, con la nuova App si può vedere dove sono bus e corriere",http://www.trentotoday.it/attualita/app-autobus-trasporto-pubblico.html,"Via Andrea Pozzo - Trento, Trento, Italia","[46.070544, 11.11965]"
267,"Meteotrentino: 2019 anno tra i più caldi di sempre, e particolarmente piovoso",http://www.trentotoday.it/meteo/2019-temperature-pioggia.html,"Piazza del Duomo - Trento, Trento, Italia","[46.067375, 11.120989]"
268,Il Teatro Sociale in due secoli di storia,http://www.trentotoday.it/eventi/teatro-sociale-storia.html,"Via Oss Mazzurana - Trento, Trento, Italia","[46.068907, 11.122571]"
269,Grande festa di Carnevale a Tiarno,http://www.trentotoday.it/eventi/carnevale-tiarno-2020.html,"Via Bri, 3 - Ledro, Trento, Italia","[45.888795, 10.668647]"
270,Gran Carnevale di Storo,http://www.trentotoday.it/eventi/carnevale-stoto-2020.html,"Via Monsignor Giacomo Regensburger, 1 - Storo, Trento, Italia","[45.848194, 10.578955]"
271,A Calavino Carnevale in musica,http://www.trentotoday.it/eventi/carnevale-calavino-2020.html,"Via E. Pedrini, 28 - Calavino, Trento, Italia","[46.04608, 10.98587]"
272,Il Carnevale arriva in città,http://www.trentotoday.it/eventi/carnevale-2020-piazza-duomo.html,"Piazza del Duomo - Trento, Trento, Italia","[46.067375, 11.120989]"
273,A Madonna di Campiglio c'è la festa di Sant'Antonio,http://www.trentotoday.it/eventi/san-antonio-madonna-campiglio-2020.html,"Viale Dolomiti di Brenta, 18 - Pinzolo, Trento, Italia","[46.229478, 10.826353]"
274,"Ubriaco sui binari, salvato dalla Polizia. Il giorno dopo ringrazia gli agenti: ""Mi avete salvato la vita""",http://www.trentotoday.it/attualita/ubriaco-binari-salvato.html,"Via Andrea Pozzo - Trento, Trento, Italia","[46.070544, 11.11965]"
275,Franco Ianeselli (CGIL) candidato sindaco: il centrosinistra autonomista si ricompatta,http://www.trentotoday.it/politica/elezioni/ianeselli-cgil-candidato-sindaco.html,"Via dei Muredei - Trento, Trento, Italia","[46.055077, 11.118241]"
276,"Incidente al Bus de Vela, traffico bloccato ed ambulanze sul posto",http://www.trentotoday.it/cronaca/incidente-stradale/cadine-bus-de-vela-11-gennaio.html,"SS45bis - Trento, Trento, Italia","[46.085105, 11.070641]"
277,La roncola è stata inventata in Trentino 3200 anni fa,http://www.trentotoday.it/eventi/cultura/roncola-origine-dialetto.html,"Borgo Santa Caterina - Rovereto, Trento, Italia","[45.889859, 11.039476]"
278,"Ricercati in Francia, fermati a Trento: nell'auto gioielli, orologi e franchi svizzeri",http://www.trentotoday.it/cronaca/ladri-georgiani-francia-trento.html,"Viale Verona - Trento, Trento, Italia","[46.046459, 11.129586]"
279,Facoltà di Medicina a Trento? Nessuno ha chiesto cosa ne pensino gli studenti,http://www.trentotoday.it/formazione/universita/universita-medicina-trento-verona.html,"Via Giuseppe Verdi - Trento, Trento, Italia","[46.066523, 11.117443]"
280,Scivola sul ghiaccio e si frattura una caviglia,http://www.trentotoday.it/cronaca/ferito-gamba-monte-spitz.html,"via Giambattista Unterveger - Trento, Trento, Italia","[46.092325, 11.111256]"
281,"Monitoraggio pesticidi, Segnana: ""Va migliorato, l'accordo riguardava solamente la mela""",http://www.trentotoday.it/politica/monitoraggio-pesticidi-mele.html,"Piazza Dante - Trento, Trento, Italia","[46.071449, 11.121209]"
282,"Neonato trovato morto nei campi: la madre è libera, in attesa di processo",http://www.trentotoday.it/cronaca/neonato-morto-val-venosta.html,"Via Alto Adige - Trento, Trento, Italia","[46.127139, 11.109432]"
283,"Ci si sposa sempre più tardi, ed in Comune: tutti i dati nell'Annuario statistico",http://www.trentotoday.it/attualita/eta-media-matrimonio.html,"Via Rodolfo Belenzani - Trento, Trento, Italia","[46.068872, 11.121219]"
284,"Caso centrali idroelettriche, la Provincia: ""I due funzionari hanno agito correttamente""",http://www.trentotoday.it/attualita/indagine-centrali-elettriche.html,"Piazza Dante - Trento, Trento, Italia","[46.071449, 11.121209]"
285,La Giunta blocca il monitoraggio sui rischi da esposizione a fitofarmaci,http://www.trentotoday.it/green/monitoraggio-fitofarmaci.html,"Piazza Dante - Trento, Trento, Italia","[46.071449, 11.121209]"
286,Polveri sottili: in Trentino 123 ricoveri in sei anni,http://www.trentotoday.it/benessere/salute/livello-polveri-sottili.html,"Piazza Dante - Trento, Trento, Italia","[46.071449, 11.121209]"
287,"Orsetto ""equilibrista"" a caccia di miele lascia le impronte nella neve",http://www.trentotoday.it/green/orso-miele-impronte-neve.html,"Piazza Dante - Trento, Trento, Italia","[46.071449, 11.121209]"
288,"Tornano a crescere i trentini iscritti all'università: 13.000, ma uno su due studia fuori",http://www.trentotoday.it/formazione/universita/numero-studenti-trentini.html,"Via Giuseppe Verdi - Trento, Trento, Italia","[46.066523, 11.117443]"
289,In Trentino c'è l'aspettativa di vita più alta d'Italia,http://www.trentotoday.it/attualita/aspettativa-vita-regioni-italia.html,"Piazza del Duomo - Trento, Trento, Italia","[46.067375, 11.120989]"
290,Tutti gli eventi del weekend in Trentino,http://www.trentotoday.it/eventi/weekend/cosa-fare-10-11-12-gennaio.html,"Via San Bernardino - Trento, Trento, Italia","[46.063973, 11.130521]"
291,Riapre la Bookique: festa in due serate,http://www.trentotoday.it/eventi/festa-apertura-bookique.html,"Via Torre D&#039;Augusto, 29 - Trento, Trento, Italia","[46.073009, 11.126526]"
292,"Facoltà di Medicina a Trento ""contesa"" tra Verona e Padova",http://www.trentotoday.it/attualita/facolta-medicina-trentino.html,"Via Giuseppe Verdi - Trento, Trento, Italia",
293,Guida sulla A22 con un tasso di alcol 8 volte superiore al limite,http://www.trentotoday.it/cronaca/a22-alcol-8-volte-limite.html,"Via Berlino - Trento, Trento, Italia","[46.07743, 11.109565]"
294,Incidente mortale a Tione: non ce l'ha fatta Luigi Viviani,http://www.trentotoday.it/cronaca/incidente-stradale/morto-ape-tione.html,"Strada Statale 239 - Tione di Trento, Trento, Italia","[46.039278, 10.727627]"
295,"Mercatini di Natale: 1,5 milioni di visitatori",http://www.trentotoday.it/economia/mercatini-natale-visitatori-2019-2020.html,"Piazza di Fiera - Trento, Trento, Italia","[46.06499, 11.124703]"
296,"Mercatone Uno: cassa integrazione fino a maggio, e poi? CGIL: ""Intervenga la Provincia""",http://www.trentotoday.it/economia/mercatone-uno-cassa-integrazione.html,"Via Statale 12 - San Michele all&#039;Adige, Trento, Italia","[46.192215, 11.130913]"
297,Pizza e teatro: la proposta al San Marco,http://www.trentotoday.it/eventi/san-marco.pizza-teatro-famiglie,"Via San Bernardino, 8 - Trento, Trento, Italia","[46.064131, 11.129245]"
298,Tamponamento tra due auto in A22,http://www.trentotoday.it/cronaca/incidente-stradale/a22-code-8-gennaio.html,"A22 - San Michele all&#039;Adige, Trento, Italia","[46.193445, 11.123408]"
299,"Renzo Cresti al conservatorio per presentare il suo nuovo libro ""Musica Presente""",http://www.trentotoday.it/eventi/renzo-cresti-al-conservatorio-per-presentare-il-suo-nuovo-libro-musica-presente.html,"Via San Giovanni Bosco, 4 - Trento, Trento, Italia","[46.0647, 11.125244]"
300,Piste illuminate in Bondone in deroga alle norme,http://www.trentotoday.it/green/piste-notturna-bondone.html,"Strada del Monte Bondone - Trento, Trento, Italia","[46.069784, 11.094918]"
301,Simone Cristicchi a Lavis,http://www.trentotoday.it/eventi/simone-cristicchi-lavis-2020.html,"Via Fabio Filzi, 11 - Lavis, Trento, Italia","[46.138427, 11.113636]"
302,A Palazzo delle Albere la mostra di Tullio Garbari,http://www.trentotoday.it/eventi/tullio-garbari-palazzo-albere-2020.html,"Via Roberto da Sanseverino, 43 - Trento, Trento, Italia","[46.063157, 11.113788]"
303,Il Realismo Magico nell’Arte Sarda. La Collezione De Montis,http://www.trentotoday.it/eventi/realismo-magico-mart-cavalese.html,"Via Scario, 1 - Cavalese, Trento, Italia","[46.29102, 11.45901]"
304,"Caso di tubercolosi a Rovereto: la ragazza sta bene, test ai compagni di classe",http://www.trentotoday.it/cronaca/tubercolosi-rovereto.html,"Corso Antonio Rosmini, 58 - Rovereto, Trento, Italia","[45.890701, 11.040552]"
305,"Incidente a Tione di Trento, auto invade corsia opposta e travolge un Ape: due feriti",http://www.trentotoday.it/cronaca/incidente-stradale/tione-auto-8-gennaio.html,"Strada Statale 239 - Tione di Trento, Trento, Italia","[46.039278, 10.727627]"
306,"Saldi: i diritti non si scontano, ecco i consigli del Centro Consumatori",http://www.trentotoday.it/economia/saldi-diritto-cambio-merce.html,"Via Oss Mazzurana - Trento, Trento, Italia","[46.068907, 11.122571]"
307,"Strage di Lutago, una delle vittime è in condizioni critiche",http://www.trentotoday.it/cronaca/incidente-stradale/morti-investiti-lutago.html,"Via Alto Adige - Trento, Trento, Italia","[46.127139, 11.109432]"
308,"Via Esterle riaperta, le lapidi romane ritrovate saranno studiate",http://www.trentotoday.it/attualita/via-esterle-necropoli-romana.html,"Via Senatore Carlo Esterle, 9 - Trento, Trento, Italia","[46.065903, 11.121262]"
309,Un biodistretto grande come il Trentino: si raccolgono firme per il referendum,http://www.trentotoday.it/green/biodistretto-referendum.html,"Piazza Dante - Trento, Trento, Italia","[46.071449, 11.121209]"
310,Niccolò Fabi a Trento,http://www.trentotoday.it/eventi/niccolo-fabi-trento.html,"Via Santa Croce, 67 - Trento, Trento, Italia","[46.063447, 11.12452]"
311,"Il ""Medico per forza"" di Molière a Ravina",http://www.trentotoday.it/eventi/imedico-per-forza-di-moliere-gad.html,"Via per Belvedere, 4 - Trento, Trento, Italia","[46.038392, 11.107453]"
312,"Poca Gente Party, a Smart Lab torna il format vincente dello scorso anno",http://www.trentotoday.it/eventi/poca-gente-party-smart-lab-2020.html,"Viale Trento - Rovereto, Trento, Italia","[45.905315, 11.040298]"
313,Dormono tutti sulla collina: un tributo a De Andrè,http://www.trentotoday.it/eventi/fabrizio-deandre-san-marco.html,"Via San Bernardino, 8 - Trento, Trento, Italia","[46.064131, 11.129245]"
314,"B.L.U.E., il musical di improvvisazione a Trento",http://www.trentotoday.it/eventi/blue-musical-auditorium-santa-chiara.html,"Via Santa Croce, 67 - Trento, Trento, Italia","[46.063447, 11.12452]"
315,Via Esterle riaperta al traffico: parcheggio sotterraneo da 53 posti auto,http://www.trentotoday.it/attualita/parcheggio-via-esterle.html,"Via Senatore Carlo Esterle, 9 - Trento, Trento, Italia","[46.065903, 11.121262]"
316,"Scuola, al via le iscrizioni per il 2020/2021, ma solo online",http://www.trentotoday.it/formazione/scuola/iscrizioni-scuola-2020-2021.html,"Via Giuseppe Gilli - Trento, Trento, Italia","[46.090859, 11.119548]"
317,"Strage in Val Aurina, la ministra dell'Interno: ""Insopportabile costo umano""",http://www.trentotoday.it/cronaca/incidente-stradale/lutago-morti-alto-adige.html,"Via Alto Adige - Trento, Trento, Italia","[46.127139, 11.109432]"
318,Limite dei 50 km all'ora sulla statale nel punto in cui attraversano i cervi,http://www.trentotoday.it/attualita/limite-dei-50-km-all-ora-sulla-statale-nel-punto-in-cui-attraversano-i-cervi.html,"Strada Statale 48 - Predazzo, Trento, Italia","[46.314643, 11.598537]"
319,Ea7 winter tour: roadshow a Madonna di Campiglio,http://www.trentotoday.it/eventi/ea7-winter-tour-7102652.html,"Localit&agrave; Fortini - Pinzolo, Trento, Italia","[46.238912, 10.839705]"
320,Cambiamenti climatici: Il Nuovo Mondo a Rovereto,http://www.trentotoday.it/eventi/cambiamenti-climatici-lio-marco-ianesl.html,"Corso Bettini, 43 - Rovereto, Trento, Italia","[45.894041, 11.044408]"
321,Licenziamenti in area di servizio Paganella Est della A22: sciopero di 12 ore,http://www.trentotoday.it/attualita/sciopero-paganella-est-a22.html,"A22 - Lavis, Trento, Italia","[46.14552, 11.088886]"
322,Omicidio stradale a Lutago: sale a sette il numero delle vittime,http://www.trentotoday.it/cronaca/incidente-lutago-sette-morti.html,"Via Alto Adige - Trento, Trento, Italia","[46.127139, 11.109432]"
323,Inverno anomalo: temperature miti a tutte le quote ed assenza di perturbazioni,http://www.trentotoday.it/meteo/previsioni-gennaio-2020.html,"Piazza del Duomo - Trento, Trento, Italia","[46.067375, 11.120989]"
324,Strage di Lutago: l'investitore trasferito dall'ospedale al carcere,http://www.trentotoday.it/cronaca/incidente-stradale/morti-investiti-alto-adige.html,"Via Alto Adige - Trento, Trento, Italia","[46.127139, 11.109432]"
325,"The Telegraph celebra Francesco Volpi, leggendario aviatore trentino",http://www.trentotoday.it/attualita/francesco-volpi-pilota-piu-vecchio.html,"Via Aeroporto - Trento, Trento, Italia","[46.107419, 11.104034]"
326,"Riapre, dopo i lavori, via Esterle",http://www.trentotoday.it/attualita/via-esterle-aperta.html,"Via Senatore Carlo Esterle, 9 - Trento, Trento, Italia","[46.065903, 11.121262]"
327,"Strage in Val Aurina: ancora gravi i feriti, l'investitore rischia 18 anni",http://www.trentotoday.it/cronaca/incidente-stradale/morti-lutago-investiti-ubriaco.html,"Via Alto Adige - Trento, Trento, Italia","[46.127139, 11.109432]"
328,Facoltà di Medicina a Trento? La Consulta dei Direttori contro Fugatti,http://www.trentotoday.it/politica/facolta-di-medicina-a-trento-la-consulta-dei-direttori-contro-fugatti.html,"Via Giuseppe Verdi - Trento, Trento, Italia","[46.066523, 11.117443]"
329,"Weekend: Notte Bianca, musei gratis e befane",http://www.trentotoday.it/eventi/weekend/cosa-fare-4-5-epifania.html,"Piazza di Fiera - Trento, Trento, Italia","[46.06499, 11.124703]"
330,A Cognola c'è la Befana della Sat,http://www.trentotoday.it/eventi/befana-cognola-2020.html,"Via per Cognola - Trento, Trento, Italia","[46.071765, 11.138338]"
331,"Furto all'Aquila Basket: il ""bottino"" ritrovato tra le siepi del parco San Marco",http://www.trentotoday.it/cronaca/furto-aquila-basket-parco.html,"Via Ferruccio Francesco - Trento, Trento, Italia","[46.068986, 11.126616]"
332,"Notte Bianca? Solo tre concerti nei bar, mercatini aperti fino alle 23",http://www.trentotoday.it/attualita/notte-bianca-invernale-cosa-fare.html,"Via Calepina - Trento, Trento, Italia","[46.0671, 11.12445]"
333,"Via Maccani, uccise l'amico a coltellate: confermata la condanna a 10 anni",http://www.trentotoday.it/cronaca/omicidio-cozzatti-via-maccani.html,"Via Ezio Maccani - Trento, Trento, Italia","[46.086631, 11.111712]"
334,Coronavirus: scuole chiuse ma insegnanti in classe?,http://www.trentotoday.it/attualita/cronavirus-scuole-insegnanti.html,"Piazza Dante - Trento, Trento, Italia","[46.071449, 11.121209]"
335,"Coronavirus: 112 ""intasato"" solo per chiedere informazioni, arriva il numero verde",http://www.trentotoday.it/attualita/coronavirus-numero-verde.html,"Largo Medaglie d&#039;oro - Trento, Trento, Italia","[46.057786, 11.132864]"
336,"Coronavirus: niente ""segno della Pace"" in chiesa, via l'acqua benedetta",http://www.trentotoday.it/attualita/coronavirus-segno-pace-chiesa.html,"Piazza del Duomo - Trento, Trento, Italia","[46.067375, 11.120989]"
337,Un caso di Coronavirus in Alto Adige,http://www.trentotoday.it/cronaca/coronavirus-caso-alto-adige.html,"Via Alto Adige - Trento, Trento, Italia","[46.127139, 11.109432]"
338,Coronavirus: annullata la megacena da 700 ospiti con Salvini a Trento,http://www.trentotoday.it/politica/salvini-annullato-trento-coronavirus.html,"Via Torre Verde - Trento, Trento, Italia","[46.071027, 11.123533]"
339,"Coronavirus, c'è anche la truffa: finti volontari per test porta a porta",http://www.trentotoday.it/attualita/coronavirus-truffa-test.html,"Piazza del Duomo - Trento, Trento, Italia","[46.067375, 11.120989]"
340,Festa della Donna a tutto swing,http://www.trentotoday.it/eventi/festa-donna-8-marzo-concerti.html,"Via Guglielmo Marconi, 6 - Levico Terme, Trento, Italia","[46.010602, 11.303251]"
341,"Coronavirus, stop ai carnevali. Fugatti: ""Rischio di affluenza dalle regioni vicine""",http://www.trentotoday.it/cronaca/coronavirus-carnevali.html,"Piazza Dante - Trento, Trento, Italia","[46.071449, 11.121209]"
342,"Furioso incendio: distrutto il furgone ""fast food"" dello stadio",http://www.trentotoday.it/cronaca/incendio-furgone-panini-stadio.html,"Via Allo Stadio - Rovereto, Trento, Italia","[46.155987, 10.760103]"
343,"Famiglia contagiata da Coronavirus a Fai della Paganella: ""Stiamo ricostruendo contatti e spostamenti""",http://www.trentotoday.it/attualita/coronavirus-paganella.html,"Via Dolomiti Brenta - Fai della Paganella, Trento, Italia","[46.173863, 11.069569]"
344,"Le puntano una pistola e cercano di rapinarla al bancomat, ma lei urla e li mette in fuga",http://www.trentotoday.it/cronaca/rapina-bancomat-ospedale-santa-chiara.html,"Largo Medaglie d&#039;oro - Trento, Trento, Italia","[46.057786, 11.132864]"
345,"Scuole chiuse per tutta la settimana, stop ai carnevali",http://www.trentotoday.it/cronaca/scuole-chiuse-asili-coronavirus.html,"Piazza Dante - Trento, Trento, Italia","[46.071449, 11.121209]"
